Date,Security,Label,PX_LAST
2024-04-15,ASX Index,FTSE All Share,4338.9
2024-04-15,F3FINI Index,Financials,4927.92
2024-04-15,F3IGSS Index,Industrials,1501.3
2024-04-15,F3REAES Index,Real Estate,400.21
2024-04-15,F3UTLOS Index,Utilities,708.14
2024-04-16,F3CNSVI Index,Consumer Discretionary,5332.85
2024-04-16,F3CONGI Index,Consumer Staples,14718.55
2024-04-16,F3OILGS Index,Energy,496.95
2024-04-16,UKX Index,FTSE 100,7820.36
2024-04-16,MCX Index,FTSE 250,19344.54
2024-04-16,ASX Index,FTSE All Share,4260.41
2024-04-16,F3FINI Index,Financials,4812.35
2024-04-16,F3IGSS Index,Industrials,1475.9
2024-04-16,F3REAES Index,Real Estate,393.76
2024-04-16,F3UTLOS Index,Utilities,698.17
2024-04-17,F3CNSVI Index,Consumer Discretionary,5329.33
2024-04-17,F3CONGI Index,Consumer Staples,14791.74
2024-04-17,F3OILGS Index,Energy,498.55
2024-04-17,UKX Index,FTSE 100,7847.99
2024-04-17,MCX Index,FTSE 250,19340.14
2024-04-17,ASX Index,FTSE All Share,4273.02
2024-04-17,F3FINI Index,Financials,4833.18
2024-04-17,F3IGSS Index,Industrials,1478.5
2024-04-17,F3REAES Index,Real Estate,391.41
2024-04-17,F3UTLOS Index,Utilities,700.07
2024-04-18,F3CNSVI Index,Consumer Discretionary,5371.17
2024-04-18,F3CONGI Index,Consumer Staples,14915.87
2024-04-18,F3OILGS Index,Energy,496.68
2024-04-18,UKX Index,FTSE 100,7877.05
2024-04-18,MCX Index,FTSE 250,19450.67
2024-04-18,ASX Index,FTSE All Share,4290.02
2024-04-18,F3FINI Index,Financials,4878.98
2024-04-18,F3IGSS Index,Industrials,1465.31
2024-04-18,F3REAES Index,Real Estate,395.92
2024-04-18,F3UTLOS Index,Utilities,710.64
2024-04-19,F3CNSVI Index,Consumer Discretionary,5360.21
2024-04-19,F3CONGI Index,Consumer Staples,15011.88
2024-04-19,F3OILGS Index,Energy,498.6
2024-04-19,UKX Index,FTSE 100,7895.85
2024-04-19,MCX Index,FTSE 250,19391.3
2024-04-19,ASX Index,FTSE All Share,4296.41
2024-04-19,F3FINI Index,Financials,4873.14
2024-04-19,F3IGSS Index,Industrials,1463.26
2024-04-19,F3REAES Index,Real Estate,396.63
2024-04-19,F3UTLOS Index,Utilities,717.91
2024-04-22,F3CNSVI Index,Consumer Discretionary,5434.08
2024-04-22,F3CONGI Index,Consumer Staples,15308.73
2024-04-22,F3OILGS Index,Energy,507.71
2024-04-22,UKX Index,FTSE 100,8023.87
2024-04-22,MCX Index,FTSE 250,19599.39
2024-04-22,ASX Index,FTSE All Share,4362.6
2024-04-22,F3FINI Index,Financials,4950.72
2024-04-22,F3IGSS Index,Industrials,1481.17
2024-04-22,F3REAES Index,Real Estate,401.65
2024-04-22,F3UTLOS Index,Utilities,722.08
2024-04-23,F3CNSVI Index,Consumer Discretionary,5484.92
2024-04-23,F3CONGI Index,Consumer Staples,15288.23
2024-04-23,F3OILGS Index,Energy,506.39
2024-04-23,UKX Index,FTSE 100,8044.81
2024-04-23,MCX Index,FTSE 250,19799.72
2024-04-23,ASX Index,FTSE All Share,4378.75
2024-04-23,F3FINI Index,Financials,4983.94
2024-04-23,F3IGSS Index,Industrials,1497.68
2024-04-23,F3REAES Index,Real Estate,405.6
2024-04-23,F3UTLOS Index,Utilities,727.41
2024-04-24,F3CNSVI Index,Consumer Discretionary,5434.76
2024-04-24,F3CONGI Index,Consumer Staples,15289.85
2024-04-24,F3OILGS Index,Energy,508.53
2024-04-24,UKX Index,FTSE 100,8040.38
2024-04-24,MCX Index,FTSE 250,19719.37
2024-04-24,ASX Index,FTSE All Share,4374.06
2024-04-24,F3FINI Index,Financials,4959.26
2024-04-24,F3IGSS Index,Industrials,1496.94
2024-04-24,F3REAES Index,Real Estate,398.17
2024-04-24,F3UTLOS Index,Utilities,723.35
2024-04-25,F3CNSVI Index,Consumer Discretionary,5393.73
2024-04-25,F3CONGI Index,Consumer Staples,15476.22
2024-04-25,F3OILGS Index,Energy,508.1
2024-04-25,UKX Index,FTSE 100,8078.86
2024-04-25,MCX Index,FTSE 250,19601.98
2024-04-25,ASX Index,FTSE All Share,4387.94
2024-04-25,F3FINI Index,Financials,4943.03
2024-04-25,F3IGSS Index,Industrials,1477.32
2024-04-25,F3REAES Index,Real Estate,396.72
2024-04-25,F3UTLOS Index,Utilities,719.64
2024-04-26,F3CNSVI Index,Consumer Discretionary,5435.4
2024-04-26,F3CONGI Index,Consumer Staples,15558.95
2024-04-26,F3OILGS Index,Energy,508.09
2024-04-26,UKX Index,FTSE 100,8139.83
2024-04-26,MCX Index,FTSE 250,19824.16
2024-04-26,ASX Index,FTSE All Share,4423.59
2024-04-26,F3FINI Index,Financials,4993.75
2024-04-26,F3IGSS Index,Industrials,1506.25
2024-04-26,F3REAES Index,Real Estate,402.67
2024-04-26,F3UTLOS Index,Utilities,722.55
2024-04-29,F3CNSVI Index,Consumer Discretionary,5429.31
2024-04-29,F3CONGI Index,Consumer Staples,15574.39
2024-04-29,F3OILGS Index,Energy,506.0
2024-04-29,UKX Index,FTSE 100,8147.03
2024-04-29,MCX Index,FTSE 250,20084.79
2024-04-29,ASX Index,FTSE All Share,4435.18
2024-04-29,F3FINI Index,Financials,5014.74
2024-04-29,F3IGSS Index,Industrials,1509.14
2024-04-29,F3REAES Index,Real Estate,405.53
2024-04-29,F3UTLOS Index,Utilities,726.63
2024-04-30,F3CNSVI Index,Consumer Discretionary,5419.19
2024-04-30,F3CONGI Index,Consumer Staples,15651.44
2024-04-30,F3OILGS Index,Energy,501.98
2024-04-30,UKX Index,FTSE 100,8144.13
2024-04-30,MCX Index,FTSE 250,19965.39
2024-04-30,ASX Index,FTSE All Share,4430.25
2024-04-30,F3FINI Index,Financials,5053.09
2024-04-30,F3IGSS Index,Industrials,1495.63
2024-04-30,F3REAES Index,Real Estate,402.54
2024-04-30,F3UTLOS Index,Utilities,721.33
2024-05-01,F3CNSVI Index,Consumer Discretionary,5388.98
2024-05-01,F3CONGI Index,Consumer Staples,15623.95
2024-05-01,F3OILGS Index,Energy,493.45
2024-05-01,UKX Index,FTSE 100,8121.24
2024-05-01,MCX Index,FTSE 250,19926.59
2024-05-01,ASX Index,FTSE All Share,4418.6
2024-05-01,F3FINI Index,Financials,5053.04
2024-05-01,F3IGSS Index,Industrials,1486.96
2024-05-01,F3REAES Index,Real Estate,404.08
2024-05-01,F3UTLOS Index,Utilities,725.48
2024-05-02,F3CNSVI Index,Consumer Discretionary,5417.51
2024-05-02,F3CONGI Index,Consumer Staples,15686.1
2024-05-02,F3OILGS Index,Energy,501.72
2024-05-02,UKX Index,FTSE 100,8172.15
2024-05-02,MCX Index,FTSE 250,20052.33
2024-05-02,ASX Index,FTSE All Share,4446.15
2024-05-02,F3FINI Index,Financials,5100.97
2024-05-02,F3IGSS Index,Industrials,1487.94
2024-05-02,F3REAES Index,Real Estate,410.93
2024-05-02,F3UTLOS Index,Utilities,728.76
2024-05-03,F3CNSVI Index,Consumer Discretionary,5501.59
2024-05-03,F3CONGI Index,Consumer Staples,15679.57
2024-05-03,F3OILGS Index,Energy,498.46
2024-05-03,UKX Index,FTSE 100,8213.49
2024-05-03,MCX Index,FTSE 250,20164.54
2024-05-03,ASX Index,FTSE All Share,4469.09
2024-05-03,F3FINI Index,Financials,5138.53
2024-05-03,F3IGSS Index,Industrials,1507.93
2024-05-03,F3REAES Index,Real Estate,415.93
2024-05-03,F3UTLOS Index,Utilities,738.56
2024-05-07,F3CNSVI Index,Consumer Discretionary,5576.93
2024-05-07,F3CONGI Index,Consumer Staples,15849.74
2024-05-07,F3OILGS Index,Energy,501.01
2024-05-07,UKX Index,FTSE 100,8313.67
2024-05-07,MCX Index,FTSE 250,20413.08
2024-05-07,ASX Index,FTSE All Share,4522.99
2024-05-07,F3FINI Index,Financials,5213.19
2024-05-07,F3IGSS Index,Industrials,1527.98
2024-05-07,F3REAES Index,Real Estate,424.0
2024-05-07,F3UTLOS Index,Utilities,756.77
2024-05-08,F3CNSVI Index,Consumer Discretionary,5607.43
2024-05-08,F3CONGI Index,Consumer Staples,15985.52
2024-05-08,F3OILGS Index,Energy,500.0
2024-05-08,UKX Index,FTSE 100,8354.05
2024-05-08,MCX Index,FTSE 250,20491.99
2024-05-08,ASX Index,FTSE All Share,4544.24
2024-05-08,F3FINI Index,Financials,5240.83
2024-05-08,F3IGSS Index,Industrials,1542.64
2024-05-08,F3REAES Index,Real Estate,425.59
2024-05-08,F3UTLOS Index,Utilities,760.83
2024-05-09,F3CNSVI Index,Consumer Discretionary,5616.66
2024-05-09,F3CONGI Index,Consumer Staples,16086.81
2024-05-09,F3OILGS Index,Energy,503.35
2024-05-09,UKX Index,FTSE 100,8381.35
2024-05-09,MCX Index,FTSE 250,20531.3
2024-05-09,ASX Index,FTSE All Share,4558.37
2024-05-09,F3FINI Index,Financials,5214.27
2024-05-09,F3IGSS Index,Industrials,1549.7
2024-05-09,F3REAES Index,Real Estate,425.26
2024-05-09,F3UTLOS Index,Utilities,768.42
2024-05-10,F3CNSVI Index,Consumer Discretionary,5662.4
2024-05-10,F3CONGI Index,Consumer Staples,16169.13
2024-05-10,F3OILGS Index,Energy,508.4
2024-05-10,UKX Index,FTSE 100,8433.76
2024-05-10,MCX Index,FTSE 250,20645.38
2024-05-10,ASX Index,FTSE All Share,4586.29
2024-05-10,F3FINI Index,Financials,5246.32
2024-05-10,F3IGSS Index,Industrials,1555.4
2024-05-10,F3REAES Index,Real Estate,419.91
2024-05-10,F3UTLOS Index,Utilities,770.82
2024-05-13,F3CNSVI Index,Consumer Discretionary,5639.83
2024-05-13,F3CONGI Index,Consumer Staples,16210.67
2024-05-13,F3OILGS Index,Energy,507.0
2024-05-13,UKX Index,FTSE 100,8414.99
2024-05-13,MCX Index,FTSE 250,20560.34
2024-05-13,ASX Index,FTSE All Share,4575.33
2024-05-13,F3FINI Index,Financials,5245.18
2024-05-13,F3IGSS Index,Industrials,1541.25
2024-05-13,F3REAES Index,Real Estate,417.87
2024-05-13,F3UTLOS Index,Utilities,767.95
2024-05-14,F3CNSVI Index,Consumer Discretionary,5655.49
2024-05-14,F3CONGI Index,Consumer Staples,16213.84
2024-05-14,F3OILGS Index,Energy,502.1
2024-05-14,UKX Index,FTSE 100,8428.13
2024-05-14,MCX Index,FTSE 250,20618.52
2024-05-14,ASX Index,FTSE All Share,4583.23
2024-05-14,F3FINI Index,Financials,5267.22
2024-05-14,F3IGSS Index,Industrials,1547.06
2024-05-14,F3REAES Index,Real Estate,420.57
2024-05-14,F3UTLOS Index,Utilities,776.35
2024-05-15,F3CNSVI Index,Consumer Discretionary,5668.93
2024-05-15,F3CONGI Index,Consumer Staples,16240.84
2024-05-15,F3OILGS Index,Energy,496.64
2024-05-15,UKX Index,FTSE 100,8445.8
2024-05-15,MCX Index,FTSE 250,20775.63
2024-05-15,ASX Index,FTSE All Share,4596.71
2024-05-15,F3FINI Index,Financials,5271.39
2024-05-15,F3IGSS Index,Industrials,1578.28
2024-05-15,F3REAES Index,Real Estate,432.46
2024-05-15,F3UTLOS Index,Utilities,787.92
2024-05-16,F3CNSVI Index,Consumer Discretionary,5669.99
2024-05-16,F3CONGI Index,Consumer Staples,16260.1
2024-05-16,F3OILGS Index,Energy,489.7
2024-05-16,UKX Index,FTSE 100,8438.65
2024-05-16,MCX Index,FTSE 250,20822.84
2024-05-16,ASX Index,FTSE All Share,4594.7
2024-05-16,F3FINI Index,Financials,5289.86
2024-05-16,F3IGSS Index,Industrials,1574.25
2024-05-16,F3REAES Index,Real Estate,433.29
2024-05-16,F3UTLOS Index,Utilities,789.85
2024-05-17,F3CNSVI Index,Consumer Discretionary,5647.27
2024-05-17,F3CONGI Index,Consumer Staples,16273.04
2024-05-17,F3OILGS Index,Energy,487.48
2024-05-17,UKX Index,FTSE 100,8420.26
2024-05-17,MCX Index,FTSE 250,20749.9
2024-05-17,ASX Index,FTSE All Share,4584.23
2024-05-17,F3FINI Index,Financials,5280.2
2024-05-17,F3IGSS Index,Industrials,1559.19
2024-05-17,F3REAES Index,Real Estate,427.63
2024-05-17,F3UTLOS Index,Utilities,784.91
2024-05-20,F3CNSVI Index,Consumer Discretionary,5648.97
2024-05-20,F3CONGI Index,Consumer Staples,16198.03
2024-05-20,F3OILGS Index,Energy,487.59
2024-05-20,UKX Index,FTSE 100,8424.2
2024-05-20,MCX Index,FTSE 250,20873.33
2024-05-20,ASX Index,FTSE All Share,4590.38
2024-05-20,F3FINI Index,Financials,5285.34
2024-05-20,F3IGSS Index,Industrials,1577.26
2024-05-20,F3REAES Index,Real Estate,425.96
2024-05-20,F3UTLOS Index,Utilities,781.22
2024-05-21,F3CNSVI Index,Consumer Discretionary,5619.73
2024-05-21,F3CONGI Index,Consumer Staples,16144.4
2024-05-21,F3OILGS Index,Energy,487.33
2024-05-21,UKX Index,FTSE 100,8416.45
2024-05-21,MCX Index,FTSE 250,20783.37
2024-05-21,ASX Index,FTSE All Share,4584.4
2024-05-21,F3FINI Index,Financials,5278.18
2024-05-21,F3IGSS Index,Industrials,1568.43
2024-05-21,F3REAES Index,Real Estate,424.65
2024-05-21,F3UTLOS Index,Utilities,777.88
2024-05-22,F3CNSVI Index,Consumer Discretionary,5608.88
2024-05-22,F3CONGI Index,Consumer Staples,16113.37
2024-05-22,F3OILGS Index,Energy,479.12
2024-05-22,UKX Index,FTSE 100,8370.33
2024-05-22,MCX Index,FTSE 250,20710.07
2024-05-22,ASX Index,FTSE All Share,4560.55
2024-05-22,F3FINI Index,Financials,5243.78
2024-05-22,F3IGSS Index,Industrials,1565.0
2024-05-22,F3REAES Index,Real Estate,424.18
2024-05-22,F3UTLOS Index,Utilities,778.38
2024-05-23,F3CNSVI Index,Consumer Discretionary,5582.48
2024-05-23,F3CONGI Index,Consumer Staples,16074.55
2024-05-23,F3OILGS Index,Energy,480.87
2024-05-23,UKX Index,FTSE 100,8339.23
2024-05-23,MCX Index,FTSE 250,20631.3
2024-05-23,ASX Index,FTSE All Share,4543.84
2024-05-23,F3FINI Index,Financials,5236.83
2024-05-23,F3IGSS Index,Industrials,1573.92
2024-05-23,F3REAES Index,Real Estate,416.52
2024-05-23,F3UTLOS Index,Utilities,722.77
2024-05-24,F3CNSVI Index,Consumer Discretionary,5609.34
2024-05-24,F3CONGI Index,Consumer Staples,16023.62
2024-05-24,F3OILGS Index,Energy,481.1
2024-05-24,UKX Index,FTSE 100,8317.59
2024-05-24,MCX Index,FTSE 250,20770.93
2024-05-24,ASX Index,FTSE All Share,4538.02
2024-05-24,F3FINI Index,Financials,5249.83
2024-05-24,F3IGSS Index,Industrials,1576.39
2024-05-24,F3REAES Index,Real Estate,419.54
2024-05-24,F3UTLOS Index,Utilities,699.07
2024-05-28,F3CNSVI Index,Consumer Discretionary,5500.93
2024-05-28,F3CONGI Index,Consumer Staples,15855.65
2024-05-28,F3OILGS Index,Energy,483.4
2024-05-28,UKX Index,FTSE 100,8254.18
2024-05-28,MCX Index,FTSE 250,20705.27
2024-05-28,ASX Index,FTSE All Share,4506.79
2024-05-28,F3FINI Index,Financials,5229.2
2024-05-28,F3IGSS Index,Industrials,1572.43
2024-05-28,F3REAES Index,Real Estate,422.46
2024-05-28,F3UTLOS Index,Utilities,692.1
2024-05-29,F3CNSVI Index,Consumer Discretionary,5446.36
2024-05-29,F3CONGI Index,Consumer Staples,15688.1
2024-05-29,F3OILGS Index,Energy,486.43
2024-05-29,UKX Index,FTSE 100,8183.07
2024-05-29,MCX Index,FTSE 250,20436.34
2024-05-29,ASX Index,FTSE All Share,4465.63
2024-05-29,F3FINI Index,Financials,5179.71
2024-05-29,F3IGSS Index,Industrials,1551.76
2024-05-29,F3REAES Index,Real Estate,416.31
2024-05-29,F3UTLOS Index,Utilities,673.25
2024-05-30,F3CNSVI Index,Consumer Discretionary,5505.33
2024-05-30,F3CONGI Index,Consumer Staples,15822.18
2024-05-30,F3OILGS Index,Energy,484.96
2024-05-30,UKX Index,FTSE 100,8231.05
2024-05-30,MCX Index,FTSE 250,20670.87
2024-05-30,ASX Index,FTSE All Share,4494.75
2024-05-30,F3FINI Index,Financials,5226.38
2024-05-30,F3IGSS Index,Industrials,1562.24
2024-05-30,F3REAES Index,Real Estate,426.31
2024-05-30,F3UTLOS Index,Utilities,675.81
2024-05-31,F3CNSVI Index,Consumer Discretionary,5528.52
2024-05-31,F3CONGI Index,Consumer Staples,15917.22
2024-05-31,F3OILGS Index,Energy,487.51
2024-05-31,UKX Index,FTSE 100,8275.38
2024-05-31,MCX Index,FTSE 250,20730.12
2024-05-31,ASX Index,FTSE All Share,4517.08
2024-05-31,F3FINI Index,Financials,5234.13
2024-05-31,F3IGSS Index,Industrials,1563.98
2024-05-31,F3REAES Index,Real Estate,424.59
2024-05-31,F3UTLOS Index,Utilities,698.11
2024-06-03,F3CNSVI Index,Consumer Discretionary,5553.63
2024-06-03,F3CONGI Index,Consumer Staples,16007.88
2024-06-03,F3OILGS Index,Energy,481.87
2024-06-03,UKX Index,FTSE 100,8262.75
2024-06-03,MCX Index,FTSE 250,20900.49
2024-06-03,ASX Index,FTSE All Share,4517.03
2024-06-03,F3FINI Index,Financials,5248.55
2024-06-03,F3IGSS Index,Industrials,1569.3
2024-06-03,F3REAES Index,Real Estate,432.34
2024-06-03,F3UTLOS Index,Utilities,699.88
2024-06-04,F3CNSVI Index,Consumer Discretionary,5588.11
2024-06-04,F3CONGI Index,Consumer Staples,16076.42
2024-06-04,F3OILGS Index,Energy,469.15
2024-06-04,UKX Index,FTSE 100,8232.04
2024-06-04,MCX Index,FTSE 250,20717.99
2024-06-04,ASX Index,FTSE All Share,4496.88
2024-06-04,F3FINI Index,Financials,5215.72
2024-06-04,F3IGSS Index,Industrials,1562.95
2024-06-04,F3REAES Index,Real Estate,430.52
2024-06-04,F3UTLOS Index,Utilities,713.92
2024-06-05,F3CNSVI Index,Consumer Discretionary,5596.09
2024-06-05,F3CONGI Index,Consumer Staples,16114.44
2024-06-05,F3OILGS Index,Energy,467.66
2024-06-05,UKX Index,FTSE 100,8246.95
2024-06-05,MCX Index,FTSE 250,20673.41
2024-06-05,ASX Index,FTSE All Share,4502.58
2024-06-05,F3FINI Index,Financials,5209.08
2024-06-05,F3IGSS Index,Industrials,1570.91
2024-06-05,F3REAES Index,Real Estate,430.13
2024-06-05,F3UTLOS Index,Utilities,705.93
2024-06-06,F3CNSVI Index,Consumer Discretionary,5596.43
2024-06-06,F3CONGI Index,Consumer Staples,16198.82
2024-06-06,F3OILGS Index,Energy,470.81
2024-06-06,UKX Index,FTSE 100,8285.34
2024-06-06,MCX Index,FTSE 250,20715.88
2024-06-06,ASX Index,FTSE All Share,4521.73
2024-06-06,F3FINI Index,Financials,5252.32
2024-06-06,F3IGSS Index,Industrials,1573.93
2024-06-06,F3REAES Index,Real Estate,430.06
2024-06-06,F3UTLOS Index,Utilities,693.26
2024-06-07,F3CNSVI Index,Consumer Discretionary,5575.19
2024-06-07,F3CONGI Index,Consumer Staples,16136.46
2024-06-07,F3OILGS Index,Energy,470.11
2024-06-07,UKX Index,FTSE 100,8245.37
2024-06-07,MCX Index,FTSE 250,20555.37
2024-06-07,ASX Index,FTSE All Share,4498.2
2024-06-07,F3FINI Index,Financials,5226.75
2024-06-07,F3IGSS Index,Industrials,1563.21
2024-06-07,F3REAES Index,Real Estate,421.15
2024-06-07,F3UTLOS Index,Utilities,694.75
2024-06-10,F3CNSVI Index,Consumer Discretionary,5536.03
2024-06-10,F3CONGI Index,Consumer Staples,15951.06
2024-06-10,F3OILGS Index,Energy,475.68
2024-06-10,UKX Index,FTSE 100,8228.48
2024-06-10,MCX Index,FTSE 250,20446.04
2024-06-10,ASX Index,FTSE All Share,4487.0
2024-06-10,F3FINI Index,Financials,5198.95
2024-06-10,F3IGSS Index,Industrials,1562.02
2024-06-10,F3REAES Index,Real Estate,420.35
2024-06-10,F3UTLOS Index,Utilities,696.1
2024-06-11,F3CNSVI Index,Consumer Discretionary,5494.25
2024-06-11,F3CONGI Index,Consumer Staples,15857.11
2024-06-11,F3OILGS Index,Energy,474.01
2024-06-11,UKX Index,FTSE 100,8147.81
2024-06-11,MCX Index,FTSE 250,20266.85
2024-06-11,ASX Index,FTSE All Share,4444.07
2024-06-11,F3FINI Index,Financials,5128.03
2024-06-11,F3IGSS Index,Industrials,1555.51
2024-06-11,F3REAES Index,Real Estate,413.72
2024-06-11,F3UTLOS Index,Utilities,688.56
2024-06-12,F3CNSVI Index,Consumer Discretionary,5600.21
2024-06-12,F3CONGI Index,Consumer Staples,15922.91
2024-06-12,F3OILGS Index,Energy,472.3
2024-06-12,UKX Index,FTSE 100,8215.48
2024-06-12,MCX Index,FTSE 250,20497.4
2024-06-12,ASX Index,FTSE All Share,4482.4
2024-06-12,F3FINI Index,Financials,5186.35
2024-06-12,F3IGSS Index,Industrials,1583.3
2024-06-12,F3REAES Index,Real Estate,423.2
2024-06-12,F3UTLOS Index,Utilities,696.87
2024-06-13,F3CNSVI Index,Consumer Discretionary,5533.9
2024-06-13,F3CONGI Index,Consumer Staples,15916.79
2024-06-13,F3OILGS Index,Energy,468.15
2024-06-13,UKX Index,FTSE 100,8163.67
2024-06-13,MCX Index,FTSE 250,20195.95
2024-06-13,ASX Index,FTSE All Share,4448.69
2024-06-13,F3FINI Index,Financials,5119.29
2024-06-13,F3IGSS Index,Industrials,1569.91
2024-06-13,F3REAES Index,Real Estate,415.91
2024-06-13,F3UTLOS Index,Utilities,698.66
2024-06-14,F3CNSVI Index,Consumer Discretionary,5484.62
2024-06-14,F3CONGI Index,Consumer Staples,15990.08
2024-06-14,F3OILGS Index,Energy,466.5
2024-06-14,UKX Index,FTSE 100,8146.86
2024-06-14,MCX Index,FTSE 250,20120.36
2024-06-14,ASX Index,FTSE All Share,4438.37
2024-06-14,F3FINI Index,Financials,5123.86
2024-06-14,F3IGSS Index,Industrials,1542.87
2024-06-14,F3REAES Index,Real Estate,415.66
2024-06-14,F3UTLOS Index,Utilities,700.2
2024-06-17,F3CNSVI Index,Consumer Discretionary,5489.95
2024-06-17,F3CONGI Index,Consumer Staples,15976.23
2024-06-17,F3OILGS Index,Energy,468.34
2024-06-17,UKX Index,FTSE 100,8142.15
2024-06-17,MCX Index,FTSE 250,20159.72
2024-06-17,ASX Index,FTSE All Share,4437.53
2024-06-17,F3FINI Index,Financials,5148.33
2024-06-17,F3IGSS Index,Industrials,1544.06
2024-06-17,F3REAES Index,Real Estate,414.06
2024-06-17,F3UTLOS Index,Utilities,691.38
2024-06-18,F3CNSVI Index,Consumer Discretionary,5522.04
2024-06-18,F3CONGI Index,Consumer Staples,15998.89
2024-06-18,F3OILGS Index,Energy,471.43
2024-06-18,UKX Index,FTSE 100,8191.29
2024-06-18,MCX Index,FTSE 250,20409.93
2024-06-18,ASX Index,FTSE All Share,4467.95
2024-06-18,F3FINI Index,Financials,5191.35
2024-06-18,F3IGSS Index,Industrials,1557.81
2024-06-18,F3REAES Index,Real Estate,419.87
2024-06-18,F3UTLOS Index,Utilities,705.74
2024-06-19,F3CNSVI Index,Consumer Discretionary,5509.29
2024-06-19,F3CONGI Index,Consumer Staples,16023.29
2024-06-19,F3OILGS Index,Energy,472.94
2024-06-19,UKX Index,FTSE 100,8205.11
2024-06-19,MCX Index,FTSE 250,20381.05
2024-06-19,ASX Index,FTSE All Share,4473.37
2024-06-19,F3FINI Index,Financials,5212.4
2024-06-19,F3IGSS Index,Industrials,1558.56
2024-06-19,F3REAES Index,Real Estate,412.71
2024-06-19,F3UTLOS Index,Utilities,709.85
2024-06-20,F3CNSVI Index,Consumer Discretionary,5556.42
2024-06-20,F3CONGI Index,Consumer Staples,16087.36
2024-06-20,F3OILGS Index,Energy,476.73
2024-06-20,UKX Index,FTSE 100,8272.46
2024-06-20,MCX Index,FTSE 250,20498.72
2024-06-20,ASX Index,FTSE All Share,4508.44
2024-06-20,F3FINI Index,Financials,5260.73
2024-06-20,F3IGSS Index,Industrials,1570.96
2024-06-20,F3REAES Index,Real Estate,418.0
2024-06-20,F3UTLOS Index,Utilities,715.21
2024-06-21,F3CNSVI Index,Consumer Discretionary,5545.4
2024-06-21,F3CONGI Index,Consumer Staples,16092.5
2024-06-21,F3OILGS Index,Energy,477.78
2024-06-21,UKX Index,FTSE 100,8237.72
2024-06-21,MCX Index,FTSE 250,20442.35
2024-06-21,ASX Index,FTSE All Share,4490.92
2024-06-21,F3FINI Index,Financials,5218.43
2024-06-21,F3IGSS Index,Industrials,1556.1
2024-06-21,F3REAES Index,Real Estate,414.1
2024-06-21,F3UTLOS Index,Utilities,713.08
2024-06-24,F3CNSVI Index,Consumer Discretionary,5577.51
2024-06-24,F3CONGI Index,Consumer Staples,16181.05
2024-06-24,F3OILGS Index,Energy,480.88
2024-06-24,UKX Index,FTSE 100,8281.55
2024-06-24,MCX Index,FTSE 250,20562.57
2024-06-24,ASX Index,FTSE All Share,4514.76
2024-06-24,F3FINI Index,Financials,5252.15
2024-06-24,F3IGSS Index,Industrials,1566.17
2024-06-24,F3REAES Index,Real Estate,418.44
2024-06-24,F3UTLOS Index,Utilities,709.89
2024-06-25,F3CNSVI Index,Consumer Discretionary,5548.08
2024-06-25,F3CONGI Index,Consumer Staples,16088.67
2024-06-25,F3OILGS Index,Energy,482.16
2024-06-25,UKX Index,FTSE 100,8247.79
2024-06-25,MCX Index,FTSE 250,20363.43
2024-06-25,ASX Index,FTSE All Share,4493.07
2024-06-25,F3FINI Index,Financials,5218.12
2024-06-25,F3IGSS Index,Industrials,1547.43
2024-06-25,F3REAES Index,Real Estate,413.95
2024-06-25,F3UTLOS Index,Utilities,710.81
2024-06-26,F3CNSVI Index,Consumer Discretionary,5511.2
2024-06-26,F3CONGI Index,Consumer Staples,16054.66
2024-06-26,F3OILGS Index,Energy,479.16
2024-06-26,UKX Index,FTSE 100,8225.33
2024-06-26,MCX Index,FTSE 250,20298.1
2024-06-26,ASX Index,FTSE All Share,4480.66
2024-06-26,F3FINI Index,Financials,5212.96
2024-06-26,F3IGSS Index,Industrials,1540.83
2024-06-26,F3REAES Index,Real Estate,409.49
2024-06-26,F3UTLOS Index,Utilities,705.79
2024-06-27,F3CNSVI Index,Consumer Discretionary,5530.84
2024-06-27,F3CONGI Index,Consumer Staples,15831.59
2024-06-27,F3OILGS Index,Energy,482.55
2024-06-27,UKX Index,FTSE 100,8179.68
2024-06-27,MCX Index,FTSE 250,20331.8
2024-06-27,ASX Index,FTSE All Share,4460.27
2024-06-27,F3FINI Index,Financials,5205.2
2024-06-27,F3IGSS Index,Industrials,1546.07
2024-06-27,F3REAES Index,Real Estate,409.95
2024-06-27,F3UTLOS Index,Utilities,697.88
2024-06-28,F3CNSVI Index,Consumer Discretionary,5492.3
2024-06-28,F3CONGI Index,Consumer Staples,15741.04
2024-06-28,F3OILGS Index,Energy,485.72
2024-06-28,UKX Index,FTSE 100,8164.12
2024-06-28,MCX Index,FTSE 250,20286.03
2024-06-28,ASX Index,FTSE All Share,4451.92
2024-06-28,F3FINI Index,Financials,5186.18
2024-06-28,F3IGSS Index,Industrials,1539.93
2024-06-28,F3REAES Index,Real Estate,412.19
2024-06-28,F3UTLOS Index,Utilities,697.99
2024-07-01,F3CNSVI Index,Consumer Discretionary,5461.82
2024-07-01,F3CONGI Index,Consumer Staples,15765.43
2024-07-01,F3OILGS Index,Energy,489.43
2024-07-01,UKX Index,FTSE 100,8166.76
2024-07-01,MCX Index,FTSE 250,20222.08
2024-07-01,ASX Index,FTSE All Share,4451.48
2024-07-01,F3FINI Index,Financials,5196.08
2024-07-01,F3IGSS Index,Industrials,1525.08
